id,checksum,created_at,name,slug,updated_at,url
1,4e23cb22-7a70-effb-b8e1-151317c6cdbd,1298937600,First person,first-person,1323216000,https://www.igdb.com/player_perspectives/first-person
2,2788b856-580c-66d0-bef3-d6169034f175,1298937600,Third person,third-person,1323216000,https://www.igdb.com/player_perspectives/third-person
3,83c59132-6edd-150f-a25f-a86ddf6a0da3,1298937600,Bird view / Isometric,bird-view-slash-isometric,1582502400,https://www.igdb.com/player_perspectives/bird-view-slash-isometric
5,e2df3906-bca8-e0d1-ca3b-67e1c5cfb334,1321228800,Text,text,1323216000,https://www.igdb.com/player_perspectives/text
4,2d038ac6-36c5-af5b-83fd-11a88a638631,1298937600,Side view,side-view,1323216000,https://www.igdb.com/player_perspectives/side-view
7,963f8a54-d40f-1c9d-3bf4-d15267043693,1462233600,Virtual Reality,virtual-reality,1462233600,https://www.igdb.com/player_perspectives/virtual-reality
6,74528cf1-64c3-cd78-18df-fae1594ee664,1413158400,Auditory,auditory,1582502400,https://www.igdb.com/player_perspectives/auditory
