id,checksum,comment,company,developer,manufacturer
355,b5f3ddd6-f60e-fbce-6721-1bc7ff22c870,,12385,True,False
334,e91f3d38-df0f-6ef4-5c70-16142a9dd657,,11986,True,True
332,b963b7a0-279a-5c04-01ca-2c433abe390a,,11986,False,True
323,e6488f64-98fd-99a0-9e5e-e946ca7df708,,11986,True,False
325,39c79bfe-c90d-340c-3035-2744943efe6d,,20182,False,True
321,e6e46ef8-4539-89ba-30fa-38fc4295014e,,11986,True,False
319,8e19e3f3-a992-7bb1-89e8-4feeecafd6d5,,20180,True,True
317,1d988fbb-dcbc-1113-2d6f-439d6a8fea0d,,11986,False,True
316,be241247-352e-c3c2-cd4c-f166da4e044b,,18564,True,True
298,ff7d0bc1-28a6-ac82-0144-2dba65da0dd7,,20176,False,True
292,ab2c2c11-aff3-42bf-512e-bf89aab64e2f,Currently known as Sony interactive Entertainment LLC.,20173,False,True
295,ab52db64-b478-4a9e-f86b-d22b8021f65f,,20175,True,False
290,cadfc414-9e3a-021b-0b09-ec4e0548a751,,20172,True,False
288,db15ab15-a016-540c-3413-a304b51b4026,,10922,False,True
285,bdb7951e-1f34-7ce3-c208-8bd20e43b75a,,10922,False,True
284,88fa1716-276a-2db1-a2cd-471b0a6d7a83,Nintendo Platform Technology Development,11986,True,False
276,91659e0f-9144-c953-ba2b-51214bc6bfe1,Currently known as Sony Interactive Entertainment LLC.,45,False,True
278,dd5652a9-4da2-e6e9-8502-c935790e27f8,Currently known as Sony interactive Entertainment LLC.,18564,False,True
273,3d69f4e2-30f2-fb78-1daf-0bc708a805a2,Currently known as Sony Interactive Entertainment LLC.,45,False,True
271,9820dde4-0abc-6329-9890-3cf7602c1732,Currently known as Sony Interactive Entertainment LLC.,18564,False,True
270,8b701186-b9c6-9f0b-1ffd-a64e778b215b,Currently known as Sony interactive Entertainment LLC.,45,False,True
261,ea85329a-6811-4114-c1f5-44b30bd68bbb,,503,False,True
260,608d36fa-9045-c769-9806-1feee9d7195c,,11986,False,True
258,800f861c-c25a-9eaa-a1c5-f66614360cd3,,761,True,False
254,1fdf71ba-cb90-cd73-9c0f-5e9e4c9e0a58,,70,True,False
248,d2dd4f90-c77c-96df-718a-6c29af517dda,,70,True,True
246,39f4ac88-11b9-dec8-d0fe-7c5fe635cadc,,12385,True,False
234,6c3a1d53-b155-2e3c-e579-86a58cc5dd28,,128,True,False
233,70dab640-286a-d230-6230-fe3b3b0d8bae,,2104,True,False
529,4d2ebf1e-b5f1-d6ed-2a6a-3d69dfee605b,,2523,True,True
490,9373e3f0-bc84-5e68-c0bf-03fb0c06a3ef,,70,True,True
489,754257a1-7ec2-dcd8-1dd7-4fc37e4080ea,,4639,True,True
526,ec01fa36-36c8-b8f7-3b37-3320fb128151,,11986,False,True
523,ada57447-73c4-2e47-6f9a-ecc00c52a1b4,,3704,True,True
336,3f12600f-828a-9813-9c2d-90a7389c2d3d,,18564,False,True
362,2944dc67-69b3-cef4-e435-9dc19d8c6b93,,11383,True,True
360,1a57543c-d639-8526-79bb-703eb14cb6ca,,20179,False,True
359,a7730744-0938-4625-b812-ab26c3318d7b,,20199,True,True
451,5813b23e-ffc3-24cf-1fc1-8b6fc8841659,,14859,False,True
415,444c1bc5-59df-7e10-172a-8753c172f711,,2104,True,False
356,30a8cbb4-3b6c-29b9-c947-d453aec8328a,,20196,False,True
357,4439b7b7-bf24-1d36-5e4c-20cdbd2675c1,,20197,False,True
161,8075faec-157b-9091-3288-04a72e889430,,13460,True,False
354,14c52462-4891-6bec-0424-f3f3888fb742,,20195,False,True
413,8556f320-6e91-9af1-7263-91a339e25a32,,22186,False,True
106,274b7c43-b899-6651-2b5d-b27efb9e1b8e,,3151,True,True
350,6d5172cd-6a24-911f-327b-1c689d1fab25,,20192,False,True
535,42da3790-2f2c-f4d3-e656-37f1f3c45fc7,,70,True,True
533,6dcc4d95-da8b-5c68-2de1-f8d0d8272b21,,4639,True,True
534,5e335dfb-b137-fa69-5010-3cfb61ac385c,,4639,True,True
527,e6d699f8-d54f-a3df-3e7c-cdcdad7760aa,,70,True,True
537,7957115f-fc68-15fa-bd84-cf889ef39845,,11383,True,True
531,f3c9954a-679b-0309-baa0-da368904b513,,9484,True,True
538,a1179960-032f-deb9-fdac-774f1d2f0921,,11383,True,True
532,78ed48e2-8a95-44f6-e242-9680a00d13ff,,3703,True,True
530,a0c1cb91-0bc6-2515-4833-3bf576d14311,,9463,True,True
335,2e13126b-f326-e42f-3f6e-d5285364dc2e,,11986,True,True
410,c82203c2-6962-dfac-589d-fb60d0263665,,14859,True,False
409,c397c552-63b6-1926-7087-65af4d4f8992,,14859,True,False
408,6a39a7e0-21fe-fb5c-183e-ef1145bd46bb,,14859,True,False
406,a416f483-347a-ccdd-9156-8a83fd534796,,21612,True,True
407,882fccae-d591-717a-f477-3dc88ab2be79,,14859,True,False
370,7f4fdda1-ab9a-3436-ef85-af4ebe6ab410,,1010,False,True
366,54ada31d-b6ef-0752-1cd6-73e7963e5477,,12004,True,False
365,45e4ef6c-edab-2238-e6de-9476ada9b605,,5953,False,True
195,d5e3b127-aebb-1525-4d30-033a03c24ce0,,2104,True,False
190,1b66199f-1325-ef72-7a6a-354271612fa2,,12385,True,False
184,8997a32c-537f-75fa-d370-7f8b7df1b6aa,,11986,False,True
173,23890807-38bb-badb-9c7a-f0705388d3cd,,128,True,False
172,6ea69328-6769-42ca-52aa-2a480bfef1ca,,128,True,False
164,193dfd44-fa50-52fc-2160-336fb5976236,,13515,False,True
162,be164355-16b3-86c3-163a-73623ce186ed,,70,True,True
158,09969625-3499-c278-8b57-baf02e9c7e2e,,2123,False,True
157,6ace823a-2dba-6442-c188-3c985656f51a,,70,True,False
159,828905d0-af70-a129-17f1-641a3800365f,,4639,False,True
152,7cfb4b7c-759a-09c9-fd5b-e906f0806a22,,70,True,True
151,2e3f5c3d-278a-15d1-35ff-0c5f3606e8c1,,128,True,True
150,d6dbc123-bf39-1e43-c232-f9fd437d6450,,1474,True,True
153,d99a9d1b-4fbb-e0a3-382b-2f740f93bef8,,70,True,True
147,c7770aa9-46a1-b9ba-40ae-03ca3d16f7a3,,12385,True,False
137,f23f888d-5557-46c1-d8c7-107ef8438e99,European market,11384,False,True
144,de2a114f-029c-4983-faf5-112a7466d984,,11986,True,True
149,620b9131-f32d-f7be-a3b8-08b6f32271c5,,1474,True,False
136,4b1ef8ea-7b9f-885c-1226-4e77d21a7734,US-market,11383,False,True
127,c2a26f41-9991-99f2-0e57-6bb63e1bfa35,,70,True,True
116,9acc006c-4324-bf2a-dfaa-e04a9c345a1b,,70,True,True
120,f7aeb30a-79be-462e-f963-743bf802fda4,,4897,True,False
117,0580ecb4-8b17-5e4f-a66a-55fca89338a2,,70,True,True
126,ac3c90e1-1471-f4ac-c087-c169262c91e6,,70,True,True
114,03628db3-12a1-af10-1d40-850d4e7bfb07,,1453,False,True
109,d13d5e4f-aa47-b4e5-52da-da7a1f2d6855,,3151,True,True
101,7c0aee96-5c45-8464-1274-45d5a2251638,,2407,True,False
89,44c6ec95-ae71-b8c2-c4fa-e1fd1bdcaabd,,4639,True,True
95,32395f77-9527-19aa-26d8-bb52a233dec4,,2407,True,False
88,aa82605d-c8f6-537e-afb6-fa66f489444c,Joint cooperation between Nintendo and Dr. Wei Yen,5163,False,True
81,5c278bc5-c4cb-e9ef-25bd-80e9856816a7,,617,False,True
77,0ec8ec52-8933-27be-35e1-721aba453a29,,3151,True,True
76,a7d24302-218e-dd05-76ad-810e937694af,,2123,False,True
69,01e7c076-fa4e-f2d0-ec9c-06711fc3e749,,112,False,True
72,9b6889a3-3809-a881-0155-b8cfa6344ef2,,2407,False,True
67,bd594027-995f-4d84-a40c-7b040cee46cd,,2795,False,True
68,6ec92745-438e-f988-9ce4-1cb31d77ec13,,2796,False,True
29,b6afadad-7c14-c747-2057-2bc2d5eab863,,45,False,True
21,3a6c7f74-6af7-48a1-e931-08d03b7d4114,,2123,False,True
22,9187095e-7c77-9eab-7a88-0fbba9e2454a,,2405,False,True
20,258839b0-089f-f447-db52-58d5951a62e7,,45,False,True
17,89f86c07-ecea-19a2-a2c4-dd68e595e3b8,,82,False,True
12,7614e0b2-987a-ee3b-7cc3-4bf1d99b74c2,,112,False,True
540,4a885e0c-61a8-2bb3-15d0-1124d890277c,,26070,True,True
351,78ad7ab5-a194-bae0-cb9b-d529d469dd8b,,20188,False,True
333,3dfdd0c9-75ad-3094-2812-b08a4dff8ec9,,11986,True,True
330,66782a16-34b6-3159-b35b-f0d7532514ce,,11986,True,True
324,c7013c9e-e29c-75e7-fafc-75ba8739ed7f,,10922,False,True
322,e85ce58d-cc91-7ec4-eaa8-157cbff7e7b1,Joint cooperation between Nintendo and Dr. Wei Yen,20181,False,True
318,b67208e9-bde5-341d-8e65-2d20682812ef,,20180,True,True
320,c7815bfa-d8d1-af58-a500-60b5a61f0fc7,,11986,False,True
314,1c27ea68-b221-311e-d077-ce6bf723f9df,,10922,False,False
297,a5d8440f-746c-9b0a-4aca-fb5a718a5a47,,10922,False,True
296,ac67388a-c9f1-63a7-83b8-4e680f856f50,,18564,False,True
294,038bfaa7-e216-0f4e-260e-969750164ea8,,20174,True,True
291,1bee041f-e0bf-12a5-c290-99106c28f639,Currently known as Sony Interactive Entertainment LLC.,18564,False,True
289,4d21182d-33fe-1d8b-c31c-be36a5a285ec,,18564,True,False
65,41c85a78-b4d2-4860-4dec-68fb9ef35ab7,,99,True,False
57,684204b3-c2da-a98b-9c36-93ee950cad67,,2104,True,False
53,4069a61c-11ed-1c86-8831-dbb83fd7acc6,,1138,False,True
44,2335f80f-5743-bec9-02b7-0a3d9cc83a61,,70,False,True
37,2273f930-d539-75c6-b2f5-2158be36c606,,366,True,False
488,23545c60-48ce-5bd2-5e6e-b6cc2f6a59c7,,10282,True,True
6,43332237-22ed-fc58-1078-1ee0ddff5412,,128,True,False
27,f5b36dc7-f807-b219-fbb5-fecafe2a69f7,,70,True,True
39,018cca55-3d48-969e-93cc-d3e7625654a4,,70,False,True
52,ca80d917-20e2-ef2c-9586-dc4fb78bddc4,,2104,True,False
70,e43ee194-13d2-6aaf-8d11-e8f05dab215d,,70,False,True
251,9fd70a2d-1eed-90f6-937e-7eb8157beba3,,10999,False,True
92,7e2224c1-7fb4-6d39-fb4c-88fa5ec9aacf,,2420,False,True
105,2784fc7b-f166-762e-3137-075839f3818d,,9372,True,True
110,08b5a4f8-9848-d431-4fe3-2cff4daf634a,,10032,True,True
112,fa5a1301-d362-4063-b6bb-04a066d0ac45,,9723,True,True
121,93a69407-645d-3ce8-848d-70a4ae5efa1a,,4897,True,False
142,058e3cc3-1509-9a83-9ea9-f71af3733135,,70,True,True
145,11f1d73a-605b-415e-525f-ccf1cae85a4e,,12004,True,True
165,e86b79ac-d11a-5e9b-af6f-d36888e3de5f,,12385,True,False
170,a9152251-03b2-54f4-c8a4-0921f04edb1b,,12385,True,False
177,2fe75b4c-057b-3b75-3be2-11e546c37f10,,12385,True,False
192,c4f8df24-487b-cc58-d724-bbc11c46d30d,,70,True,True
232,1ad9e3ca-0913-2289-c541-6c8a972161cf,,14897,True,False
238,d85d00a3-33b2-5a6d-0c47-4dff655bf21d,manufactured by: Commodore International Limited,15297,False,True
347,12e26f12-db99-c529-5b58-aabfeddee89b,,12004,False,True
340,7113a1e3-dc65-f8e6-73f2-09f96e9b108f,,16834,False,True
66,7c98ee47-84a8-9b38-aac0-5f00aaa2ceee,,2420,False,True
59,25733f36-9358-07d0-f6e1-71a85a59ebcd,,2104,True,False
51,84fbe207-ca63-09f5-7375-3b481cc80ed7,,1277,False,True
47,65348233-0d30-5ce2-7735-851de4ec84d3,,70,True,False
36,47b90ac8-7375-3a3f-2e0d-f32d719b6820,,45,False,True
43,8c6ca593-e486-2e3b-afe8-e791d285ded3,,2417,False,True
536,fba9bbcc-7151-02fb-e61a-46c219b91e80,,13634,True,True
8,36293e0a-e673-eedf-9f0f-4821b6addeb7,,128,True,False
9,b9760e01-3fa2-2738-1e23-5153c5ecfe3d,,128,True,False
14,ef49561c-d9e8-8e28-8121-bf21824b70c9,,128,True,True
15,5ce941ae-e045-b37e-ee76-890c11bccfd9,,2348,False,True
49,ea52c971-3062-ff21-45c1-6137d21de486,,617,True,False
45,7175f0ce-acbf-e462-0e17-b3806c2d2dab,,2421,False,True
78,38aaf706-7839-6a80-0b4e-c6e72f08371d,,70,False,True
328,25b4ac7f-cd9f-4419-c1cf-56af96f5be83,,20183,False,True
327,46eee40e-ca3d-4711-2159-61e6be673690,,20182,True,True
313,e16322e1-6d69-5149-ef62-16ac9bc58c8f,,11986,True,False
311,0d5b7ab0-f654-09d1-dddf-8a43edfdd2dc,,20179,True,False
310,069d421b-b474-f80c-0e9f-00c2eccff0c1,,11986,True,True
308,58c360f1-9cc1-f758-0d5c-44f33e27dca5,,11986,True,True
307,13d98d07-c751-d2db-4a35-74db5f53e91b,,11986,True,True
304,dc6441f5-f890-534c-39f6-a9e3830354db,Currently known as Sony Interactive Entertainment LLC.,20173,False,True
303,b8919fd4-ad0d-a6bc-08ec-beea9d457528,Currently known as Sony Interactive Entertainment LLC.,18564,False,True
302,88b83713-2284-a64f-e8bd-00d687ee14bc,,20178,True,False
247,d2a15345-5b4a-aa72-a1ed-041401f32d73,,12385,True,False
93,4e65063a-bdb5-e975-146b-a7f556ce3a03,,70,True,True
115,0195219b-adc0-d305-6fe8-86f1e71b9654,,70,True,True
118,bbe969cf-e2b8-5771-3eed-f38ffa3ac7d3,,70,True,True
139,c722fb18-1c26-3450-3440-2435f84d55c9,,70,True,True
134,97089d79-1b51-4d70-a680-7ab785a20b27,US-market,3151,False,True
179,80e4b98a-7000-d989-1b6f-50cddf8ef0cd,,12385,True,False
182,196fca3c-dd24-c5e4-126e-232b6e94f12d,,128,True,False
191,6c8bf617-079c-1ac0-4c32-5b2ce17f2761,,70,True,True
348,ff946c6a-3130-891b-d6bf-f35128a9cb2d,,20190,False,True
345,102940d4-e53a-afb6-a17b-5e03c274fba4,manufactured by: Commodore International Limited,15297,False,True
341,16b626a4-e9b6-d227-10a6-6cafbddd7a67,,20186,False,True
339,799a38c5-c183-3f78-652f-352594ab013d,,20185,True,False
58,56b7a056-ccb4-2aca-cff8-066c812d6261,,2104,True,False
55,9fb6e4af-16d5-4813-8e15-91bb29a337c0,,2104,True,False
46,ba7f5636-dc21-a22e-4649-c857a82630c9,,2426,False,True
34,0e0de045-30a4-bbb0-28b1-f53046eb5165,,2407,True,False
525,6e7d80b7-7185-74c9-35f1-e5c02056a370,,617,True,True
521,a8e403a0-57c3-9f26-6178-53c38b9ef21c,,11986,True,True
454,7607f881-037b-9b56-e9ba-3c894813a6f9,,70,False,True
28,387ef395-eff0-e2f1-2bd3-2df4085f22dd,,2123,False,True
40,4bb652b7-18f3-cb5a-0740-46aed22418d2,,70,True,False
243,b59ab142-c741-3424-64b1-5cba27a57acc,,12385,True,False
240,930731ce-7770-a78d-b11c-5912e432b8ef,,1474,True,True
197,337bd21e-52ca-47c0-be0c-0df7daa42a0f,,2104,True,False
90,42419549-1b45-fee9-9f83-44c72b2172a8,,128,True,False
128,975cc64b-bb36-620a-fdd3-734dd60b5041,,70,True,True
180,88acf9ef-8afb-b3f6-9c38-275f0f00fd4c,,128,True,False
199,af0e9698-d196-e3dd-eb15-942b11605b8c,,11986,True,True
237,23e7e1ef-912a-cdc7-3b88-b8b833911f4f,manufactured by: Commodore International Limited,15297,False,True
346,361e5235-c2ba-6d5f-0e7c-41b48e1b3a21,,20189,True,True
54,9ce55c6f-50ca-b90d-34e4-3712cab0dd01,,1137,False,True
48,3a8d61af-d8e7-7ba0-9c5e-1f93ca52c6bf,,2123,False,False
363,c5815ef9-b467-5c85-2b5e-7f12e86c84fc,,11383,True,True
520,18c78a69-6365-4d53-bbc9-7e97c243bd00,,25978,True,True
524,f31e69e6-406b-08c7-942a-eb8f87ad91b4,,70,True,True
26,ce4bbac4-38ae-1eac-a34c-243eea788600,,70,False,True
41,23b67aae-a91b-b3fa-6f9e-997941ad22aa,,2123,False,True
329,23f98aec-0d6f-b0da-f5c2-0dc3005491cb,,14897,True,False
315,ffb664af-71e8-fe1d-2041-166b17633256,,18564,True,True
312,a5612eba-88ad-ddc4-797a-f294ffd7dc28,,20179,True,False
306,b7e8b064-03e2-229b-457b-52f996f9170a,,10922,False,True
301,b2101f33-75f3-2897-743c-ea018851a55d,,20177,False,True
235,b83ba049-99b8-0039-6b17-9e8ba3f0575f,manufactured by: Commodore International Limited,9556,False,True
91,c28a01aa-f844-8e1d-5429-31fad0d41907,,56,True,False
122,f5b5057e-5d62-2c4e-09de-061c8d2bfc9c,,128,True,False
133,a4224e68-1856-cd2e-dae8-cdddb2cbf488,,70,True,True
154,42f3f9e6-044e-adf6-fbf6-06f51589de73,,11986,True,False
168,d0ade355-ffd9-6873-6057-97e5ef348a24,,12385,True,False
178,7e08542d-cb51-0d94-26b2-c735094c8862,,128,True,False
186,d037e3f8-28f3-88f3-1648-7ef2d0ba4a2c,,11986,True,True
198,8f346eb8-deeb-6a81-1a6e-dc9a4894d2fd,,2104,True,False
236,6fe82570-8201-3e89-9b09-0dae41d956c9,manufactured by: Commodore International Limited,15297,False,True
344,d74eec9b-804d-b212-66ed-f85560bdbf80,,20188,False,True
337,1f417a0c-8dbe-43e4-0d62-d14509a31799,,12004,False,True
42,3a888087-0ba0-f4ad-be84-981d4d80e164,,70,False,True
10,fac9909c-5324-e1d3-8343-fd00507331d4,,128,True,False
129,71f3bb3a-e28f-9f44-b70f-f8e1f97863fd,,70,True,True
143,d0155467-30d0-a796-5726-a4daccf8617c,,11986,True,True
135,cd385174-05d3-5b56-380e-8a662b788450,European market,7392,False,True
148,3332f054-4ae2-cc4e-c5e8-f43fc875a647,,128,True,False
175,ba10b105-ea48-a0a2-58bb-a5cb1959af2c,,128,True,False
169,52a54f50-ad91-1168-a688-fff511a3b837,,12385,True,False
56,28930b35-cc8b-a3f1-734a-b311dbf81eb1,,2104,True,False
487,fc4e51c8-6c46-e8ad-f55d-ceb3f08888f9,,70,True,True
31,a99dd411-fa5a-d338-47e4-a0c8bd2a825a,,128,True,False
38,70052316-5401-e54c-f47f-c02105a5e7c9,,190,False,True
16,008bdc61-52d3-2bf3-deb3-a2bb1a09cd81,,128,True,False
50,cc4a0dd7-770e-79cf-76e2-04552374cc18,,112,False,True
326,134d8aa7-cd74-a3d5-73b0-6ddb049bd068,,20182,True,True
309,1eac06eb-82ab-4c81-2769-977cb959e5d7,,11986,True,True
305,caebe2bd-2498-ef26-25d3-a21e8415e047,,11986,True,False
299,2e42a926-c2b5-561d-bad9-6a5a4f0e2747,,10922,False,True
300,9bc8101f-3241-2fb0-0b4e-4843ff115c46,,20177,False,True
124,7925fd62-89d5-927a-73cf-bdb77374731e,,10922,False,True
131,87048811-e638-f882-e559-c5ccd87fdced,,70,True,True
155,0a949b64-ac06-395f-96cf-6fb5ea576d79,,10922,False,True
166,a08e8957-d92e-3aaf-4a6b-7ecd7de81f2f,,12385,True,False
176,27139e8e-3779-8fc3-a0a3-30bc9abab9ec,,128,True,False
167,33a9d8ec-0372-f27e-05ab-fa021049ab7f,,12385,True,False
183,75ee3cfe-f71d-f1fe-8c73-4be3ad7b1f65,,12385,True,True
188,b5b106b0-84eb-af44-08dc-1010e7e7df3d,,14428,True,False
241,d227902e-ee7a-47f8-1ffd-cfbe4d9112bb,,11986,True,True
342,e23b3ec5-73fd-dca2-802e-a5a413a280ae,,20187,False,True
338,6d37b8b9-707b-12eb-42a5-a791c68c0c61,,20184,True,False
586,3dee01ed-5aab-6262-9a60-eb01b6cff584,,128,True,True
588,4739d92e-5af6-934f-346c-6d240ec91ff1,manufactured by: Commodore International Limited,32090,False,True
587,97f3d245-4403-c8f4-fc4a-07967f8725b3,manufactured by: Commodore International Limited,32090,False,True
589,27396df9-e1eb-0594-a20b-463103881dca,,6022,True,True
590,0e7fd824-ed3e-7460-949d-c89b4590b554,,112,True,True
592,0c6f74b5-2a52-a6c0-acd6-d8cea7a2c680,,128,False,True
593,3a15a4da-98f9-6307-c296-2843ef1430f5,,34064,True,True
595,3651a2d6-f5a7-befe-ef74-e2e4bc1b4975,,25978,True,True
594,f7fb3552-6515-0121-6584-e81b0d16b08e,,34315,True,True
