id,checksum,game,game_feature,included_feature,note
1760,1ab04759-5989-5ca1-93c9-3121ad1f10d8,47489,452,1,
1761,53a012a7-92b2-8e52-b711-7600dea42926,11186,453,0,
1762,73c35519-9d02-8c02-7ede-933eb83a73dc,41627,453,0,
1763,d36a8a68-a3d1-a258-7323-2fd64c1f9e00,51540,453,0,
1764,e689ab34-9f26-b7ac-d9c2-449e72dadf24,47489,453,1,
1765,0d282354-bcb8-2d71-7820-0b003fc74c1b,11186,454,0,
1766,6e94d9ab-f2fa-b06c-76bc-b1ddd0d406be,41627,454,0,
1767,e9a6f50c-7c59-45f1-a8dd-fad60d10a9c3,51540,454,1,
1768,409cc848-a1ce-455e-5feb-b36ca48c6cf5,47489,454,0,
1769,42b9a7d4-bef7-0a78-1618-160c750146c3,16999,455,0,
1770,92fba5c6-dfa5-6427-9c2d-bcd37cf4d87d,15679,455,0,
1771,cb26cff0-1a80-0092-913f-d0e18f27099f,36609,455,0,
1772,75392cbd-79d7-a4a0-fad7-b1394ad03af0,76846,455,1,
1773,7c699abf-a486-6132-f9b7-41765524e9ff,16999,456,0,
1774,d95a2e98-8b5f-33a0-2054-567351b67f9d,15679,456,0,
1775,b5d218d9-3b0f-4d09-84b5-c83eb0107367,36609,456,0,
1776,7d234abc-de3d-21bd-00b4-dac132692fe5,76846,456,1,
1777,06335ee7-718d-e47d-485a-5f51647ae903,16999,457,0,
1778,20208e75-4495-f68c-8024-4264a485111b,15679,457,1,
1779,1a5c96c4-b8e7-695f-3185-48335c0935e7,36609,457,0,
1780,f2a81ca1-6ecf-b267-1490-8f15a28d607c,76846,457,1,
1781,b3fb3af9-5a88-4742-9028-d6dcdf2cab7e,16999,458,0,
1782,de653a12-4528-3afb-498a-173e6a77537d,15679,458,1,
1783,c7142cdc-cb4e-7ecd-cec1-f6c3432b81ed,36609,458,0,
1784,370e2c4e-3215-90f5-7be7-bdb840c0b58d,76846,458,1,
1785,bcc17604-e406-e09b-7ca8-4f1ea58554a5,16999,459,0,
1786,2f6d7bed-6150-b084-0fcb-7ceae5fb0685,15679,459,0,
1787,58f80cce-730b-5886-647b-7256297259dc,36609,459,1,
1788,c030b912-6aa3-6c99-62cb-77731dd83578,76846,459,1,
1789,eec5c2be-6fa9-540f-64ab-6958a8b008fb,16999,460,0,
1790,3c38876c-ed18-6128-ade7-bb7ace774490,15679,460,1,
1791,6bcd6804-5bee-a6be-9e1d-f13a5d35ae15,36609,460,0,
1792,51c787f0-7fa0-8d9b-8d83-42044bacb250,76846,460,1,
1793,a428a10f-5aff-94d4-cd72-1312482ecbd7,16999,461,0,
1794,dd076aa5-3f49-7134-2ce3-2ffc9c27a90f,15679,461,1,
1795,0d7519e2-63c1-01d3-13cb-a2a9c1507ed0,36609,461,0,
1796,8b3b73ac-dc00-d09a-9347-c84eb8aed5fb,76846,461,1,
1797,b2201b12-37c9-0d47-0b50-48b5f62162e7,16999,462,0,
1798,2ee55704-3a79-4522-0f97-8c3b7660bb81,15679,462,1,
1799,d8696d84-a24f-572d-e61b-c132d17e5e43,36609,462,0,
1800,d1fbc7db-f178-776c-6c62-ccded84dfa52,76846,462,1,
1801,822d682e-661b-97c4-0527-8a591836c85e,16999,463,0,
1802,ae3e7bce-f3bd-59e4-4ff1-c17db9fcbbbd,15679,463,0,
1803,5d51a363-65fb-c2b3-ba4a-8ebec230fec4,36609,463,1,
1804,7b95f69c-e7cf-286f-5e88-3d16a7bf2572,76846,463,0,
1805,daa95e9f-9db2-9f50-d0f9-5790f5ba950c,16999,464,0,
1806,302c6a57-35c3-db07-2217-ecc9969235de,15679,464,0,
1807,23fc0bb0-43f0-bee6-e566-9e796da340c4,36609,464,1,
1808,62af4af7-dca3-34ac-3f62-ac7d3da5bbef,76846,464,0,
1809,565e8114-abfa-fa97-5ec3-081b8c6ac588,16999,465,0,
1810,90ff39f1-6f6b-f662-29ee-19d1018648b9,15679,465,1,
1811,30d9442a-0ff1-fb30-3327-d2e386f98f05,36609,465,0,
1812,2ce42451-378f-96e0-b3a5-fbf0ff64f70d,76846,465,0,
1813,d56010bf-9ecd-2c51-bfd6-a81e31a4c762,36926,466,0,
1814,8cd0cf07-b1b0-0479-13b4-03b74e0f1298,81289,466,1,
1815,3a2f6d93-610a-284e-8368-ed9918bea043,81354,466,0,
1816,fb90ccc1-6e02-f2d8-f0b1-23ec800bcb5e,81355,466,0,
1817,d802b2f9-c49b-4605-3c00-10af8a41f8e0,36926,467,0,
1818,49f814b2-f6cd-819b-99d3-3ac25b8146b8,81289,467,1,
1819,e296c897-52e8-deb5-7e59-d497fd760e26,81354,467,1,
1820,c7a08dfc-f2c3-e657-3e4f-1cf58f76dad5,81355,467,0,
1821,b21eb7e9-7174-6a34-07d1-85873fbd2309,36926,468,0,
1822,712b6e66-f644-ea20-dc96-6eae8825e19c,81289,468,1,
1823,e3653402-9bb6-aeff-6465-bcb109f0b0f9,81354,468,0,
1824,b6f3e5da-e854-563c-b70f-f82c3ebcf067,81355,468,0,
1825,1db914a9-2aaf-fe74-d683-ecd5a16ec3a2,36926,469,0,
1826,f71ea51f-29a5-80e9-d5ec-9a056f23b0cb,81289,469,1,
1827,60a825c4-1f99-a5c1-436a-a9f83e63d71a,81354,469,0,
1828,a313f53c-23c1-33be-7ff8-ffc8e2250b5e,81355,469,0,
1829,9478c46d-a053-37c7-037d-c82d76df4786,36926,470,2,
1830,cb3f94f6-79d2-6f5a-cf62-b54eaf0fa9e3,81289,470,2,
1831,c0325aea-12cb-af90-242e-196acc96779e,81354,470,2,
1832,120f8b70-060c-0543-5309-d1b53cb2b358,81355,470,2,
1833,888ddb18-ed90-b08e-b7df-d7364406a068,36926,471,2,
1834,1df071ee-6142-59fc-9359-b7c05201a43d,81289,471,2,
1835,a51e5030-506e-18c3-35d8-adcbc1209b17,81354,471,2,
1836,a73aa111-7b5d-38af-32cf-2645a9816107,81355,471,2,
1837,02a6cf95-f3c8-9061-2aa9-f2a70d064b05,19560,472,0,
1838,87b18ade-c297-9dd0-28ea-c058d209eb0c,83824,472,1,
1839,9f67deb0-da1c-7054-c8bf-fb755e579803,83825,472,0,
1840,a48403bf-b597-ee69-26be-36f58fb10672,83778,472,1,
1841,0d173e2c-ad88-10df-1ec4-eebd94650763,19560,473,0,
1842,deeeefcb-f785-194a-f555-c7cafabbe07e,83824,473,1,
1843,19546e79-6eff-66a9-c36e-796088a4376c,83825,473,0,
1844,8f73d1b1-f718-ee79-8d82-da864465ff43,83778,473,1,
1845,10b96d02-6ada-338b-b8c1-c27926a2b3bf,19560,474,0,
1846,88dabe82-9582-7725-601c-1a01d5b316d8,83824,474,1,
1847,2107b03b-2518-47d7-650e-0157d263f03f,83825,474,0,
1848,d47f493b-0aba-b350-3e72-74f01192a64c,83778,474,1,
1849,b8f23054-0275-3019-db5c-227511bceb7c,19560,475,0,
1850,73d9e96b-2d81-4a90-67f0-7c8228e6f0c3,83824,475,1,
1851,a1ee276c-1132-1314-03a7-0ad3cbde8f7c,83825,475,0,
1852,f9c8deb4-7801-fbcb-b7b9-63fabc71807e,83778,475,1,
1853,0aa66b70-cb56-2aa9-acc4-a5ea20a69851,19560,476,0,
1854,312af501-0316-0712-dc69-2587fc11f054,83824,476,1,
1855,e7f30885-5d27-b404-e712-1f8a18f32587,83825,476,0,
1856,f2e5391f-cd42-a0b9-2c29-084599e8074e,83778,476,1,
1865,abdf95f8-ebc9-1e8e-42a6-ad8bf5254de5,19560,479,0,
1866,5e2ab110-9abf-b33b-3213-f41a8f56e189,83824,479,1,
1867,2a61acfc-29db-a9a5-9c48-abe206e7b878,83825,479,1,
1868,4d3a7143-d97e-ca59-9d45-16f6df70f3f4,83778,479,1,
1877,d6e32566-8fb8-3e32-eb17-7a04c478d0fb,19560,482,0,
1878,166fa08a-a68f-8744-05c4-7be19aaa48df,83824,482,1,
1879,75606b00-b09d-7339-adeb-d4b470b4f7fe,83825,482,1,
1880,0f353843-1eba-a9c8-feaf-e10065323c75,83778,482,1,
1881,5ab2d8a5-f88c-e23e-4271-e759ad5d373f,19560,483,0,
1882,2267697d-553a-ed8f-ab0b-142d360faa1e,83824,483,1,
1883,78fd49d1-3872-4347-6a47-bd17f34f5efb,83825,483,1,
1884,629591d6-a73a-df40-9156-e1b243066bd1,83778,483,1,
1885,0d2dc346-864d-a773-7f4d-83e2962adff1,19560,484,0,
1886,c299fb47-0d74-7bfa-3119-d05d9f078b72,83824,484,1,
1887,f6f35141-0a4f-9fc5-e539-7b8b705d4e7f,83825,484,1,
1888,26fea05f-5a6c-8c1a-e5ad-89a711d5c37e,83778,484,1,
1889,86c9725f-5dba-76be-735b-6e35969e25cf,19560,485,0,
1890,c8f1ecb1-ca20-4cb2-2b54-e0d35733138c,83824,485,1,
1891,46bdab5a-a145-f310-ade8-51154621a2bb,83825,485,1,
1892,bfbad059-6caf-f70d-472a-4cd6df7386b3,83778,485,1,
1893,c365303a-7d14-a0dd-c379-09fc8cc761c5,19560,486,0,
1894,e645f563-a6fa-2732-23e6-fce6cd7ef2f9,83824,486,0,
1895,9c5aed9a-b84a-8dbd-4646-5e696fb9b9b7,83825,486,0,
1896,9a93ba2c-b7df-e05f-3ba9-c2cb69f48968,83778,486,1,
1897,2341b5a3-890d-4f86-1167-7fe5f73755c8,19560,487,0,
1898,b2431d05-5e6a-6cf6-819c-3627986e9ca6,83824,487,0,
1899,03bdc915-87f2-adc7-cf64-7a8465eab8ce,83825,487,0,
1900,96367699-e891-9418-3d89-761ef87ef61d,83778,487,1,
1901,28f3adfb-d4d8-3234-f16d-8e75aa44314f,19560,488,0,
1902,8a751ced-c049-14f3-9665-e75461e6c4e2,83824,488,0,
1903,16f27d35-7d3c-3cdd-92d5-22d599b45d15,83825,488,0,
1904,ea1ac684-63b9-031f-3b8a-8cd9055a2365,83778,488,1,
1905,33d6c94a-35b5-8043-e4df-ea8f6eeafbf5,19560,489,0,
1906,bd17bf5b-ba48-ce5b-3a19-ea540568c14d,83824,489,0,
1907,286663fb-c648-c69c-093e-d2c6016e892c,83825,489,0,
1908,6cd004df-4453-e287-7312-8ed10cd2cec3,83778,489,1,
1909,e17d4e82-2143-b0cf-2694-f7d974043aed,36926,490,0,
1910,e08fffa2-2793-2e19-e6a0-ce3e78ea981f,81289,490,1,
1911,73c1f7a6-3da6-ef0d-c097-0ba55bd909b3,81354,490,1,
1912,beafd12d-40b7-efc4-e4d2-5467eae0828d,81355,490,0,
1913,919432b1-d064-6c2b-b5db-14e3979cf360,36926,491,0,
1914,5b8181d2-a323-bedf-63a2-12d84fcc1af5,81289,491,1,
1915,6616590e-86e6-0aff-1e69-723fbc6d6d39,81354,491,1,
1916,276de54c-8fb1-de3c-2aad-188957f332fb,81355,491,0,
1917,c096c0e4-3f5d-f8da-b27b-c673072d120a,36926,492,0,
1918,f0c2e38f-fa28-5265-fd23-c59d930ebc87,81289,492,1,
1919,e648fd75-bd80-85b0-4f1a-f578f3be42b2,81354,492,1,
1920,7bcf7689-226b-25a0-82bc-9cca2a11556e,81355,492,0,
1921,69d2c69b-385f-342f-a027-63e56aeb048b,36926,493,0,
1922,896fecb2-9a3c-b472-b0d7-beb67fa7d597,81289,493,0,
1923,0dc7c982-b265-33d3-dbab-85b3187fd1e3,81354,493,0,
1924,d89f6d19-92f5-b4c0-1954-579c27123951,81355,493,1,
1925,2c903654-ead5-e3db-054d-a760cce0c73c,36926,494,0,
1926,48f00c62-6da6-3709-6b24-1c7caff9eaed,81289,494,0,
1927,5fe34f43-fddc-6ee6-0b5b-f4a2b6639b44,81354,494,0,
1928,3c047d7b-ba2e-a648-520e-42ce67483d74,81355,494,,Exclusively sold on Amazon.co.uk
1933,a920c568-a08b-2b1b-6cac-25ed0f1ff30c,28552,496,0,
1934,06389adb-33c7-713c-a8bb-bb84901dd1e7,53012,496,1,
1935,44e17c4a-2e3d-081e-3cdb-435a43e30346,53011,496,1,
1936,455488d2-9847-4fd4-ef1d-92ec9b8d3de6,83888,496,1,
1937,783056a2-ada1-75b8-ea76-63eab6466cc4,83887,496,0,
1938,7b77b249-0583-1078-0fc4-9458474a08f5,83886,496,1,
1939,34438270-025e-ca22-f800-b78b8a4a30b4,83889,496,0,
1940,59fe3d94-39c1-ecd8-4179-55b7166ce9a0,28552,497,0,
1941,51a69300-5252-b1c1-809c-3e9ac9765771,53012,497,0,
1942,f6f529d5-0942-4cb7-277d-2821a139c27c,53011,497,1,
1943,bda05d2d-a9ea-b707-2122-862a555b62bd,83888,497,1,
1944,5acb2769-f54b-3485-504a-572cd4bcfd7f,83887,497,0,
1945,1715a045-7232-47b7-fcd4-fb1f12d02a4c,83886,497,0,
1946,6b20ce10-a1b4-d173-46d2-bba8d524c4fc,83889,497,0,
1947,83be2294-000d-292d-6411-85310b22c885,28552,498,0,
1948,1b2325bc-97b9-81a6-0fe3-54304cbefa9e,53012,498,1,
1949,8811c8e7-8d06-79a0-8b90-45fee3d81f49,53011,498,0,
1950,1dfb8539-9a3d-f1f9-2637-a0c19966a0aa,83888,498,1,
1951,042fe3b3-1a81-dd74-d4e6-79eae6394229,83887,498,1,
1952,208b9c1f-fcbf-b7d0-45a7-93433f973b14,83886,498,1,
1953,70ab22a3-34a6-c906-7fb8-d13c320d2213,83889,498,0,
1954,988a4a43-6bec-d9d2-f66f-169b4d7cbed7,28552,499,0,
1955,b08cae7d-4910-048c-6376-67d2adac8492,53012,499,1,
1956,bfa68844-b394-6bb9-6160-467c68536fe3,53011,499,0,
1957,d3cba9aa-5fc7-ee07-1cb0-deb8effda460,83888,499,1,
1958,218c0917-fbfe-8dca-cfea-e5dd4063f13f,83887,499,0,
1959,95b5fcdd-8acd-f7e0-7b72-b0f3f6afbfc0,83886,499,1,
1960,c8409fc1-d30c-247d-8aa9-2612430e029f,83889,499,0,
1961,06ab7c78-0082-be7e-fdb3-24deb234e006,28552,500,0,
1962,adb5c8d1-0093-d577-90fc-53c4ea6c9e97,53012,500,0,
1963,93fcf940-9b1f-01e1-1750-eeeb60100a48,53011,500,0,
1964,ac7750df-cecf-ce4a-c2a3-7a30460b6185,83888,500,1,
1965,cac350b1-0961-a9fa-3160-4eddab55787c,83887,500,1,
1966,76c371df-dd04-5eb1-5642-e1b0a4cee7bb,83886,500,1,
1967,49355bfb-9675-560d-75be-730e1e937052,83889,500,0,
1968,a269bc19-0f56-3bb7-aaa5-635e317e7e0c,28552,501,0,
1969,bdf6bbe7-a26b-70bb-2d91-a93a329928e2,53012,501,0,
1970,2c7ba3e3-4768-6ba5-c70f-a4c917b83141,53011,501,0,
1971,a6aaad9a-dfbb-e475-3050-52566c9df161,83888,501,0,
1972,42a9b167-7612-c20a-022f-80288ca513da,83887,501,0,
1973,9d7091c3-6f34-34a7-e368-11a0e6462b45,83886,501,1,
1974,acb40405-e855-3fd3-0876-9a2e76d7ead4,83889,501,0,
1975,237aefde-bdf8-0a1f-aa17-b493bfbfa3e5,28552,502,0,
1976,eec5eefd-497c-b24f-0f6e-2201a1e4a629,53012,502,0,
1977,5c59ba7b-3b7b-1da4-edd9-a1958067c933,53011,502,0,
1978,4cb24325-6384-c9ac-4883-88b85c41a2d4,83888,502,1,
1979,f7b8fa2b-7977-5d10-04d0-58a649eaf87a,83887,502,0,
1980,d37bf477-5fb3-249d-e459-73b2e0e92bf5,83886,502,0,
1981,0fbdb904-0094-a360-fb05-3c9f21df9055,83889,502,0,
1982,5ea992c3-6fd5-bcb9-76d8-ae61ed50edae,28552,503,2,
1983,74eacd56-d0fa-62ab-a961-df386c4cd140,53012,503,2,
1984,c76d6af4-5a67-bb05-9604-04a771246b5a,53011,503,2,
1985,f461a683-0e6d-25c8-4662-2f4cbe702467,83888,503,2,
1986,1c002398-382f-db6c-8012-542538965e2c,83887,503,0,
1987,612d4e1b-a3b2-60e4-680a-064c0837f71e,83886,503,2,
1988,c3124f03-41d2-7645-6ae7-c63bfde36641,83889,503,2,
1989,75ac1494-60d3-461b-0c2e-ff13697f8d47,28552,504,0,
1990,75b671b6-112a-30fb-0109-dbd4b344eb13,53012,504,0,
1991,f9cd4597-dcf5-e882-5df5-e0d02599f806,53011,504,0,
1992,30440d83-bf00-ecd9-8c33-474454f56a85,83888,504,0,
1993,75a33997-db24-90ba-b3fc-957b03117b6b,83887,504,0,
1994,db682a69-51b5-40cd-a22f-f0ed3f75a719,83886,504,0,
1995,7963e4c0-63ad-ae65-2ed3-e5b2c28ce943,83889,504,1,
1996,03aed3bc-8145-5daa-40ea-478329082ece,28552,505,0,
1997,7cef024a-0a9d-0895-6065-a708f8dd02e6,53012,505,0,
1998,1323e339-0c5a-8ed5-ae18-7b15aa440ae6,53011,505,0,
1999,e2a21eee-e536-6c85-9d62-c0200c44107b,83888,505,0,
2000,2bd7f149-1d91-5755-7307-42801f42752a,83887,505,0,
2001,cd7b11cc-fa39-c5bb-1afa-e45dea95b37f,83886,505,0,
2002,8dccdee6-97ed-ad0d-e52f-f3997946b63a,83889,505,1,
2003,72824aa1-b37c-9b8c-b807-d070936d6002,28552,506,0,
2004,57c1be7b-2bf7-851d-c112-33f947e8e075,53012,506,0,
2005,e5b5c97b-5de1-6542-f6d8-58ac0bc4b9dc,53011,506,0,
2006,28bfab5b-ca9b-548e-2253-085de7f83043,83888,506,0,
2007,a16be389-9055-ffcc-e342-7e1ebf2115bc,83887,506,1,
2008,f6e82113-23fe-a7cc-eb84-2e24b0567836,83886,506,0,
2009,dcfc9590-111e-8317-1c80-4563a17f3124,83889,506,0,
2010,fc330ce3-a29d-e308-ea90-203da5af523c,28552,507,0,
2011,d183044a-5eb3-ea2c-27e7-a4d3de9eae5f,53012,507,0,
2012,d079b9af-ae37-f15f-351c-69395ce9a780,53011,507,0,
2013,e3ccc184-cb62-fa56-6d08-d9626ef6519f,83888,507,0,
2014,9b442872-c3dc-1b53-6b80-3cf1e4965d85,83887,507,1,
2015,d67651cb-13c3-0b11-d09d-25ec7512ce23,83886,507,0,
2016,ed97a197-397c-96d9-2ea1-eeb7655181d4,83889,507,0,
2017,eac7590f-d175-e44c-b2ef-504595c32ec5,28552,508,0,
2018,e799fcd3-42dc-5ebc-129f-f61b27036991,53012,508,0,
2019,32e84ea2-07ec-a5de-6920-ffaca6bca906,53011,508,0,
2020,2d9c91e8-f81b-71a8-f814-e8ab35aee5c4,83888,508,0,
2021,2fdb5465-639d-5bf7-0ac4-e6243e4ea0dd,83887,508,1,
2022,5f8f8432-e043-5197-5fa9-4e3d58f22fdb,83886,508,0,
2023,1c4ede77-99eb-d1d2-13f6-dcb0c1216001,83889,508,0,
2024,a0c7d7fd-e936-48fd-d566-2a092c386787,28552,509,0,
2025,ff1a3a46-096c-869d-ec1e-6cd726468f36,53012,509,0,
2026,79bd00fe-06df-689c-f01c-b07e386c1161,53011,509,0,
2027,e2e62968-5c34-cb98-5051-85ae7f3cd92e,83888,509,0,
2028,0a9c871d-3ec4-a1ce-a09a-a30fc3be217f,83887,509,1,
2029,922c2fee-6a25-ab5a-9e8e-1303d1436db9,83886,509,0,
2030,475b2e9a-b6b7-41c9-1b48-63a0867a8f9b,83889,509,0,
2031,7eca9ce4-2be7-1e34-5a73-ce6cdf9edd68,28552,510,0,
2032,d8bfe4d3-d310-17a8-8597-e7c738d7be1d,53012,510,0,
2033,f06f0a8d-e411-8074-bfa8-8dede2e4b299,53011,510,0,
2034,550d9de2-a532-cd84-e199-88bfb3573702,83888,510,0,
2035,adba9007-99c3-91c9-e39a-2286fdf048ab,83887,510,,Exclusively available on GameStop.
2036,12bb9717-4436-0313-f0c0-353f3f64e96a,83886,510,0,
2037,ac744824-4f25-c053-f54d-ef65aa3c7756,83889,510,0,
2038,b6ee0ccf-72f8-33fa-5caa-424265fd6a7f,37777,511,1,
2039,615c1af0-2857-979e-6543-9fa770c8762a,99122,511,1,
2040,c560cde5-0e23-27ce-4d69-7ab7d8610b01,99230,511,1,
2041,0d51a690-f129-6acf-9703-581756e82a72,99229,511,1,
2042,769b7feb-f7ac-6120-cca0-955d4039c7e5,99121,511,1,
2043,2e595d6a-e608-e1d5-eb80-6e4f1f9e9109,99123,511,1,
2050,d533d464-b40f-1b90-669d-3b4f90bc5ead,37777,513,1,
2051,0b9bd082-ef7c-772f-2867-cedf164faebb,99122,513,1,
2052,8ce36eba-695b-3d2a-6d0e-d4aa4fd5fa8e,99230,513,1,
2053,e79099bb-ffaa-400b-7135-106773f91d1d,99229,513,1,
2054,356986f2-f9fb-636b-a17a-43df682f4b65,99121,513,1,
2055,170f70be-4242-d41a-1cb4-e3f611961d04,99123,513,1,
2056,dc6c33ee-8bf7-e595-b086-0484562b0097,37777,514,1,
2057,171e4e7b-9323-654d-b5a3-e9343aac219d,99122,514,1,
2058,2570802f-f35c-7845-6f64-a2e556fd4081,99230,514,0,
2059,0163d480-65b2-a83c-02cc-f9ef4b3ee06e,99229,514,1,
2060,c4a61280-232d-96d4-6e41-80d8571461f0,99121,514,0,
2061,f9e06b90-57bd-abd6-392d-035aee10e778,99123,514,1,
2062,75cbd5d4-0ef9-0973-5d7b-fdbeda4b1d1b,37777,515,2,
2063,45b8bf7b-94e9-5106-458c-6716e70af3a1,99122,515,2,
2064,11be0dd9-eeb7-cdf5-2909-715e21c12d1d,99230,515,2,
2065,86ff2b4d-c830-6a7f-604b-17e94ea67238,99229,515,2,
2066,785ed319-3975-7c9b-fbf2-7c3d80bd4dc5,99121,515,2,
2067,ff4fbd7d-e458-9be1-4362-3d1367365f62,99123,515,2,
2068,f04b132c-097d-dc45-2f03-8dc185d4650c,37777,516,0,
2069,87a30e44-e36a-695b-e1c0-1ba7f25b617d,99122,516,0,
2070,4fa93e78-63ac-e24d-52b5-ef250ebc6334,99230,516,0,
2071,e430cc44-2327-b381-0115-908fed83d540,99229,516,2,
2072,75133f31-8341-b89c-bf20-5e66d40d09b8,99121,516,2,
2073,fe7af9e1-94d9-57a0-dc3a-4d64035f5cc1,99123,516,0,
2074,1e6ca8b4-cf64-349d-35ee-a35b7c85dc5f,37777,517,0,
2075,5936925b-600c-ee4a-4d80-fe199515208d,99122,517,0,
2076,1172355b-7954-2797-7845-a98a01142482,99230,517,0,
2077,781806de-6f71-1fa4-544e-42eae1b4bd83,99229,517,0,
2078,17aaab99-7a52-b27e-15ea-53277a68a5e5,99121,517,0,
2079,8447efce-5efb-0cd5-e75e-ec8d5356324e,99123,517,1,
2080,1d09c952-db9f-6d7f-a7ba-a64b10fe0e11,37777,518,0,
2081,63274e5c-b8a2-410c-39bb-8e852a254d02,99122,518,0,
2082,a7f49692-847b-f5e2-5672-3e0a876b85c0,99230,518,0,
2083,7f7a0639-a3b5-c306-125a-39958549780a,99229,518,0,
2084,faf0dd83-6c49-9bd7-f9b4-d81da82ed1b6,99121,518,0,
2085,d51d03f2-8e41-9174-f3a4-6fbe069584e0,99123,518,1,
2086,6a20763a-1716-d50f-2893-b52c2c40d484,37777,519,0,
2087,21dd11d4-84b3-07ab-bbc9-866d3c432f5f,99122,519,0,
2088,0f5a292e-0165-37e8-0bf2-0c97639f6000,99230,519,0,
2089,1fcb7cf3-9b26-f5de-c014-d0fe0aa6ee21,99229,519,0,
2090,e93b40b8-5f6b-6633-c634-a00b3acf3ce0,99121,519,0,
2091,c66e0300-2e22-df5b-1397-c4f1f54cdfaa,99123,519,1,
2092,b42d9ef1-7040-2f81-2671-864be89e4978,37777,520,0,
2093,7de5fc16-f124-f1f1-3459-c9ca4628a950,99122,520,0,
2094,7dba37d6-16b3-4a01-85f5-b83616d84a98,99230,520,1,
2095,3f934aab-1790-db98-141c-7c66a0bafaa5,99229,520,0,
2096,5c8ce501-c7d5-03c3-8b9d-6e62760bc163,99121,520,0,
2097,2739f099-cdbd-809b-f2da-263531fdf2e6,99123,520,0,
2098,07426d3d-2e90-1e0e-1562-3761dc3a2c9f,37777,521,0,
2099,e802bd4d-a12f-2a43-fad7-308804f17cc5,99122,521,0,
2100,4e7b05fc-af60-0297-6f76-28933d6dbe02,99230,521,1,
2101,4e5238c4-a890-82dc-b894-205a7ae1a094,99229,521,0,
2102,5105315e-ec6f-e018-8ba4-e82f784c4135,99121,521,0,
2103,0d3d34fb-9092-3c10-3f8e-a089e75ed263,99123,521,0,
2104,9db72d39-b2bb-29ce-e795-925c70c82a45,106764,253,1,
2105,30345dd6-34a3-4d1c-a70c-c307115648e8,106764,269,0,
2106,756adf8c-f7d9-af34-9ea8-9300d83f725b,106764,254,1,
2107,f1d84c93-08de-6f5a-44f8-b6a43bc57b6c,106764,255,1,
2108,0677a3a6-c95e-9e0e-6e8d-bfe510bd325e,106764,256,1,
2109,36651287-d185-188d-28ff-569046a9558b,106764,262,0,
2110,00e9fb17-31ee-2ecc-072b-ce874130b157,106764,257,0,
2111,d418036a-264e-d949-6b16-05d1b551b14e,106764,258,0,
2112,385e7448-4793-f74b-8fe9-c4aaf1aacf59,106764,259,0,
2113,b495949b-b928-cab1-9134-0bc153290671,106764,260,0,
2114,0cf62a69-f2d4-e37b-9a7d-fa6743eaac7b,106764,261,0,
2115,8ec42bd9-4e4a-f1fe-4090-4503da88f4cf,106764,263,0,
2116,8b27bc09-483a-a626-e00d-88c89b505e57,106764,264,0,
2117,bc8404c6-30af-ae9f-f0d5-8ae5a8e4fa53,106764,265,0,
2118,4f17f3d7-1b2b-cd6a-6c4e-b755a61d2432,106764,266,0,
2119,e353e80c-ae74-1b8e-8beb-c30cf1131faf,106764,267,0,
2120,8a9d09f1-e4fe-d6ed-2feb-6a912391732b,106764,268,0,
2154,d257f647-5899-a6e0-fca6-516809965ba1,5116,555,0,
2155,2eb547da-7c57-147e-1bdd-9d9b8dcc3eac,193391,555,1,
2156,bc29ab0a-9945-f712-2de9-752bb23c3524,5116,556,0,
2157,507e55ed-c9ac-19c6-da91-5000ce3e51cb,193391,556,1,
2187,cb8b62ad-0c63-a6dc-82f8-d05778e624d8,5606,588,0,
2188,9bd9391c-3b0d-7720-c199-0ff2819fdf15,136262,588,0,
2189,b401613e-d13d-f1d9-2c82-9922229d987b,42910,588,1,
2193,dd4d5bbc-1328-cefd-a7f3-5334867aeb08,5606,590,0,
2194,8adc0285-fab0-acd7-b3da-858e27f04879,136262,590,0,
2195,75028cc4-110d-156a-1c21-7ba621c6bbb8,42910,590,1,
2196,3a14a626-350b-9952-642c-404349267a1b,5606,591,0,
2197,1c26cb1c-0fe0-8cc6-cda9-a959056af899,136262,591,0,
2198,e9b8a638-e8ca-9dcd-cec0-9c7c61396818,42910,591,1,
2199,9e516bb4-0b54-7f94-f0c8-6c93abfafda1,5606,592,0,
2200,a6d23815-04c3-e583-7e82-7a7cfc4bdd21,136262,592,1,
2201,316da699-6e45-005d-d510-5f66eb8ba3b0,42910,592,1,
2202,2b0ea220-2046-aafb-45de-46b1df8c863a,5606,593,0,
2203,e85eab15-f8a4-46b9-f2ad-9246df0eae23,136262,593,0,
2204,27b3df7f-f3c5-2e45-2c9c-51aa2bcf9058,42910,593,1,
2205,7a635075-21cf-5ba4-c2eb-c9985f3e6247,230498,588,1,
2206,e87e47a0-fc22-9e10-9981-3bf70fedcfd2,230498,593,0,
2207,575ce26d-d01b-22ae-ee52-e6bc68c0f3c5,230498,592,1,
2208,5d11ca8d-a3f0-d461-bc12-7829eb54f903,230498,591,1,
2209,e088e711-f29b-3e8a-9db0-ac0ccbc3e3e8,230498,590,0,
2210,4eab5459-03c9-fa85-5d90-336563f30849,8263,594,0,
2211,f1da6e74-4a33-b165-78b7-b0ab55b99c27,52626,594,1,
2212,6026e159-d956-533e-74dc-e57b148b7710,230499,594,0,
2213,6313f0d5-91f2-cea4-f2fc-d2fb0745961c,41612,594,0,
2214,bece7192-6ecd-76db-4e09-53d368ab9fb1,135965,594,0,
